Country,Year,Status,Life_Expectancy,Adult_Mortality,Infant_Deaths,Alcohol,Percentage_Exp,HepatitisB,BMI,Under_Five_Deaths,Polio,Tot_Exp,Diphtheria,HIV/AIDS,GDP,Population,thinness_1to19_years,thinness_5to9_years,Income_Comp_Of_Resources,Schooling,winsorized_Life_Expectancy,winsorized_Adult_Mortality,winsorized_Infant_Deaths,winsorized_Alcohol,winsorized_Percentage_Exp,winsorized_HepatitisB,winsorized_Under_Five_Deaths,winsorized_Polio,winsorized_Tot_Exp,winsorized_Diphtheria,winsorized_HIV,winsorized_GDP,winsorized_Population,winsorized_thinness_1to19_years,winsorized_thinness_5to9_years,winsorized_Income_Comp_Of_Resources,winsorized_Schooling,Economic_health_index,Health_expenditure_ratio,Mortality_rate_ratio
Cyprus,2002,Developed,78.4,68.0,0,11.68,1128.051,88.0,53.8,0,98.0,6.12,98.0,0.1,16372.292,976966.0,0.9,1.0,0.805,12.5,78.4,68.0,0,11.68,1109.855,88.0,0,98.0,6.12,98.0,0.1,8787.614,976966.0,0.9,1.0,0.805,12.5,10.062,0.0,
Cyprus,2001,Developed,78.2,69.0,0,10.16,100.809,89.0,53.3,0,97.0,5.78,97.0,0.1,1562.924,96282.0,0.9,1.0,0.8,12.4,78.2,69.0,0,10.16,100.809,89.0,0,97.0,5.78,97.0,0.1,1562.924,96282.0,0.9,1.0,0.8,12.4,9.92,0.004,
Djibouti,2014,Developing,63.0,252.0,1,0.38,24.733,78.0,34.4,1,78.0,1.57,78.0,2.1,174.915,912164.0,5.6,5.4,0.467,6.3,63.0,252.0,1,0.38,24.733,78.0,1,78.0,1.57,78.0,2.1,174.915,912164.0,5.6,5.4,0.467,6.3,2.942,0.009,252.0
Djibouti,2013,Developing,62.7,256.0,1,0.53,229.441,82.0,33.8,2,82.0,9.14,82.0,2.1,1622.638,896688.0,5.6,5.4,0.464,6.3,62.7,256.0,1,0.53,229.441,82.0,2,82.0,9.14,82.0,2.1,1622.638,896688.0,5.6,5.4,0.464,6.3,2.923,0.006,128.0
Djibouti,2012,Developing,62.2,263.0,1,0.52,217.213,81.0,33.2,2,81.0,8.95,81.0,1.9,1536.157,881185.0,5.6,5.5,0.46,6.3,62.2,263.0,1,0.52,217.213,81.0,2,81.0,8.95,81.0,1.9,1536.157,881185.0,5.6,5.5,0.46,6.3,2.898,0.006,131.5
Djibouti,2010,Developing,61.3,273.0,1,0.44,187.496,88.0,32.2,2,88.0,8.84,88.0,3.1,1325.997,851146.0,5.6,5.6,0.441,5.5,61.3,273.0,1,0.44,187.496,88.0,2,88.0,8.84,88.0,3.1,1325.997,851146.0,5.6,5.6,0.441,5.5,2.426,0.007,136.5
Djibouti,2009,Developing,69.0,279.0,1,0.49,177.267,89.0,31.7,2,89.0,8.37,89.0,3.2,1253.657,83684.0,5.7,5.6,0.436,5.3,69.0,279.0,1,0.49,177.267,89.0,2,89.0,8.37,89.0,3.2,1253.657,83684.0,5.7,5.6,0.436,5.3,2.311,0.007,139.5
Djibouti,2008,Developing,62.0,289.0,1,0.49,171.769,88.0,31.3,2,89.0,8.5,89.0,3.3,1214.771,822934.0,5.7,5.6,0.427,5.0,62.0,289.0,1,0.49,171.769,88.0,2,89.0,8.5,89.0,3.2,1214.771,822934.0,5.7,5.6,0.427,5.0,2.135,0.007,144.5
Djibouti,2007,Developing,59.8,296.0,1,0.45,20.869,25.0,3.9,2,88.0,7.72,88.0,3.5,147.587,8942.0,5.8,5.7,0.416,4.5,59.8,296.0,1,0.45,20.869,25.0,2,88.0,7.72,88.0,3.2,147.587,8942.0,5.8,5.7,0.416,4.5,1.872,0.052,148.0
Djibouti,2006,Developing,59.1,39.0,2,1.02,121.481,25.0,3.6,2,72.0,7.5,72.0,3.7,965.669,79628.0,5.8,5.7,0.405,4.3,59.1,39.0,2,1.02,121.481,25.0,2,72.0,7.5,72.0,3.2,965.669,79628.0,5.8,5.7,0.405,4.4,1.782,0.008,19.5
Djibouti,2005,Developing,58.6,318.0,2,1.23,12.703,25.0,3.2,2,71.0,7.21,71.0,3.9,94.73,783254.0,5.9,5.8,0.396,4.0,58.6,318.0,2,1.23,12.703,25.0,2,71.0,7.21,71.0,3.2,94.73,783254.0,5.9,5.8,0.396,4.4,1.742,0.076,159.0
Djibouti,2004,Developing,58.1,326.0,2,1.18,106.035,25.0,29.8,2,64.0,6.76,64.0,4.0,864.185,77752.0,6.0,5.9,0.388,3.7,58.1,326.0,2,1.18,106.035,25.0,2,64.0,6.76,64.0,3.2,864.185,77752.0,6.0,5.9,0.388,4.4,1.707,0.008,163.0
Djibouti,2003,Developing,58.0,325.0,2,1.02,94.133,25.0,29.4,2,68.0,6.22,68.0,4.2,819.974,758615.0,6.1,5.9,0.378,3.5,58.0,325.0,2,1.02,94.133,25.0,2,68.0,6.22,68.0,3.2,819.974,758615.0,6.1,5.9,0.378,4.4,1.663,0.008,162.5
Djibouti,2002,Developing,57.9,322.0,2,1.03,13.467,25.0,29.0,2,62.0,5.45,62.0,4.3,792.154,746221.0,6.2,6.0,0.372,3.3,57.9,322.0,2,1.03,13.467,25.0,2,62.0,5.45,62.0,3.2,792.154,746221.0,6.2,6.0,0.372,4.4,1.637,0.007,161.0
Djibouti,2001,Developing,57.7,323.0,2,0.95,92.498,25.0,28.6,2,49.0,5.37,53.0,4.3,781.232,732711.0,6.3,6.1,0.363,2.9,57.7,323.0,2,0.95,92.498,25.0,2,49.0,5.37,53.0,3.2,781.232,732711.0,6.3,6.1,0.363,4.4,1.597,0.007,161.5
Djibouti,2000,Developing,57.4,325.0,2,1.34,91.951,25.0,28.2,2,46.0,5.75,46.0,4.1,768.177,717584.0,6.4,6.1,0.361,2.9,57.4,325.0,2,1.34,91.951,25.0,2,46.0,5.75,46.0,3.2,768.177,717584.0,6.4,6.1,0.361,4.4,1.588,0.007,162.5
Dominican Republic,2014,Developing,73.6,154.0,6,5.92,1088.245,89.0,57.9,7,9.0,4.38,91.0,0.3,6268.692,145844.0,3.3,3.2,0.712,13.2,73.6,154.0,6,5.92,1088.245,89.0,7,45.0,4.38,91.0,0.3,6268.692,145844.0,3.3,3.2,0.712,13.2,9.398,0.001,22.0
Dominican Republic,2013,Developing,73.4,157.0,6,5.93,97.522,8.0,56.8,7,82.0,4.12,83.0,0.3,627.555,1281296.0,3.3,3.2,0.709,13.2,73.4,157.0,6,5.93,97.522,18.0,7,82.0,4.12,83.0,0.3,627.555,1281296.0,3.3,3.2,0.709,13.2,9.359,0.007,22.429
Dominican Republic,2012,Developing,72.1,174.0,6,5.93,857.131,74.0,55.8,7,85.0,4.26,85.0,0.4,5968.877,115495.0,3.3,3.2,0.706,13.1,72.1,174.0,6,5.93,857.131,74.0,7,85.0,4.26,85.0,0.4,5968.877,115495.0,3.3,3.2,0.706,13.1,9.249,0.001,24.857
Dominican Republic,2011,Developing,73.1,16.0,6,5.91,843.788,8.0,54.7,7,84.0,4.22,84.0,0.7,5759.643,12795.0,3.3,3.2,0.703,13.0,73.1,16.0,6,5.91,843.788,18.0,7,84.0,4.22,84.0,0.7,5759.643,12795.0,3.3,3.2,0.703,13.0,9.139,0.001,2.286
Dominican Republic,2010,Developing,72.7,166.0,6,6.02,664.559,83.0,53.6,8,85.0,4.6,88.0,0.9,5451.67,9897985.0,3.3,3.3,0.697,12.9,72.7,166.0,6,6.02,664.559,83.0,8,85.0,4.6,88.0,0.9,5451.67,9897985.0,3.3,3.3,0.697,12.9,8.991,0.001,20.75
Dominican Republic,2009,Developing,73.6,157.0,6,6.05,587.883,8.0,52.6,8,85.0,4.41,82.0,1.2,4952.678,9767758.0,3.4,3.3,0.695,12.9,73.6,157.0,6,6.05,587.883,18.0,8,85.0,4.41,82.0,1.2,4952.678,9767758.0,3.4,3.3,0.695,12.9,8.966,0.001,19.625
Dominican Republic,2007,Developing,72.9,164.0,6,6.05,74.822,81.0,5.4,8,86.0,4.34,85.0,1.6,4647.314,954353.0,3.4,3.4,0.685,12.7,72.9,164.0,6,6.05,74.822,81.0,8,86.0,4.34,85.0,1.6,4647.314,954353.0,3.4,3.4,0.685,12.7,8.7,0.001,20.5
Dominican Republic,2006,Developing,72.3,178.0,7,6.2,352.955,84.0,49.3,8,88.0,4.34,89.0,1.8,3836.469,9371338.0,3.5,3.4,0.677,12.6,72.3,178.0,7,6.2,352.955,84.0,8,88.0,4.34,89.0,1.8,3836.469,9371338.0,3.5,3.4,0.677,12.6,8.53,0.001,22.25
Dominican Republic,2004,Developing,69.3,214.0,7,5.16,182.616,82.0,47.2,8,66.0,4.28,79.0,2.1,2421.966,912998.0,3.6,3.5,0.666,12.5,69.3,214.0,7,5.16,182.616,82.0,8,66.0,4.28,79.0,2.1,2421.966,912998.0,3.6,3.5,0.666,12.5,8.325,0.002,26.75
Dominican Republic,2003,Developing,73.0,22.0,7,6.32,293.02,79.0,46.1,8,65.0,5.53,79.0,2.3,2372.629,896776.0,3.6,3.5,0.665,12.4,73.0,22.0,7,6.32,293.02,79.0,8,65.0,5.53,79.0,2.3,2372.629,896776.0,3.6,3.5,0.665,12.4,8.246,0.002,2.75
Dominican Republic,2002,Developing,71.4,189.0,7,6.43,4.674,63.0,45.1,8,74.0,5.79,82.0,2.4,38.466,8832285.0,3.7,3.6,0.66,12.3,71.4,189.0,7,6.43,4.674,63.0,8,74.0,5.79,82.0,2.4,38.466,8832285.0,3.7,3.6,0.66,12.3,8.118,0.151,23.625
Dominican Republic,2001,Developing,71.2,188.0,7,6.13,340.024,66.0,44.1,9,71.0,5.59,72.0,2.5,2862.155,8697126.0,3.8,3.6,0.656,12.3,71.2,188.0,7,6.13,340.024,66.0,9,71.0,5.59,72.0,2.5,2862.155,8697126.0,3.8,3.6,0.656,12.3,8.069,0.002,20.889
Dominican Republic,2000,Developing,72.0,176.0,7,6.58,44.792,68.0,43.1,9,71.0,5.9,78.0,2.5,282.424,8562622.0,3.8,3.7,0.651,12.2,72.0,176.0,7,6.58,44.792,68.0,9,71.0,5.9,78.0,2.5,282.424,8562622.0,3.8,3.7,0.651,12.2,7.942,0.021,19.556
Ecuador,2014,Developing,76.0,121.0,6,3.82,79.116,83.0,53.5,7,84.0,9.16,83.0,0.1,6432.217,1593112.0,1.2,1.1,0.737,14.0,76.0,121.0,6,3.82,79.116,83.0,7,84.0,9.16,83.0,0.1,6432.217,1593112.0,1.2,1.1,0.737,14.0,10.318,0.001,17.286
Ecuador,2013,Developing,76.0,121.0,6,3.77,59.129,87.0,52.8,8,87.0,7.29,87.0,0.1,674.983,15661547.0,1.3,1.1,0.725,13.4,76.0,121.0,6,3.77,59.129,87.0,8,87.0,7.29,87.0,0.1,674.983,15661547.0,1.3,1.1,0.725,13.4,9.715,0.011,15.125
Ecuador,2012,Developing,75.5,127.0,7,3.92,41.881,88.0,52.1,8,85.0,6.48,87.0,0.1,572.143,15419666.0,1.3,1.2,0.717,13.3,75.5,127.0,7,3.92,41.881,88.0,8,85.0,6.48,87.0,0.1,572.143,15419666.0,1.3,1.2,0.717,13.3,9.536,0.011,15.875
Ecuador,2011,Developing,75.3,131.0,7,3.99,344.741,88.0,51.4,8,85.0,5.92,88.0,0.1,5223.352,15177355.0,1.3,1.2,0.71,13.2,75.3,131.0,7,3.99,344.741,88.0,8,85.0,5.92,88.0,0.1,5223.352,15177355.0,1.3,1.2,0.71,13.2,9.372,0.001,16.375
Ecuador,2010,Developing,75.0,134.0,7,3.95,367.929,9.0,5.7,8,88.0,5.9,91.0,0.1,4657.324,1493469.0,1.3,1.2,0.703,13.1,75.0,134.0,7,3.95,367.929,18.0,8,88.0,5.9,91.0,0.1,4657.324,1493469.0,1.3,1.2,0.703,13.1,9.209,0.001,16.75
Ecuador,2009,Developing,75.1,137.0,7,3.87,282.144,91.0,5.0,8,91.0,5.58,94.0,0.1,4255.566,14691275.0,1.3,1.2,0.702,13.1,75.1,137.0,7,3.87,282.144,91.0,8,91.0,5.58,94.0,0.1,4255.566,14691275.0,1.3,1.2,0.702,13.1,9.196,0.001,17.125
Ecuador,2007,Developing,74.7,14.0,7,3.63,19.605,94.0,48.6,9,95.0,5.94,96.0,0.2,359.719,1425453.0,1.4,1.3,0.696,12.9,74.7,14.0,7,3.63,19.605,94.0,9,95.0,5.94,96.0,0.2,359.719,1425453.0,1.4,1.3,0.696,12.9,8.978,0.017,1.556
Ecuador,2006,Developing,74.4,144.0,8,3.52,19.14,96.0,47.9,9,92.0,5.86,96.0,0.3,335.787,1396748.0,1.4,1.3,0.693,12.8,74.4,144.0,8,3.52,19.14,96.0,9,92.0,5.86,96.0,0.3,335.787,1396748.0,1.4,1.3,0.693,12.8,8.87,0.017,16.0
Ecuador,2005,Developing,74.2,151.0,8,3.54,18.093,92.0,47.2,9,89.0,5.87,92.0,0.3,321.943,13735233.0,1.4,1.3,0.688,12.8,74.2,151.0,8,3.54,18.093,92.0,9,89.0,5.87,92.0,0.3,321.943,13735233.0,1.4,1.3,0.688,12.8,8.806,0.018,16.778
Ecuador,2004,Developing,74.4,148.0,8,3.65,16.379,88.0,46.5,9,9.0,6.22,88.0,0.3,278.558,1359647.0,1.5,1.3,0.682,12.7,74.4,148.0,8,3.65,16.379,88.0,9,45.0,6.22,88.0,0.3,278.558,1359647.0,1.5,1.3,0.682,12.7,8.661,0.022,16.444
Ecuador,2003,Developing,74.4,151.0,8,3.69,18.262,82.0,45.8,10,97.0,6.46,87.0,0.3,244.469,1328961.0,1.5,1.4,0.679,12.6,74.4,151.0,8,3.69,18.262,82.0,10,97.0,6.46,87.0,0.3,244.469,1328961.0,1.5,1.4,0.679,12.6,8.555,0.026,15.1
Ecuador,2002,Developing,73.6,157.0,8,3.88,187.384,75.0,45.1,10,88.0,4.62,88.0,0.3,2183.967,13726.0,1.5,1.4,0.675,12.5,73.6,157.0,8,3.88,187.384,75.0,10,88.0,4.62,88.0,0.3,2183.967,13726.0,1.5,1.4,0.675,12.5,8.438,0.002,15.7
Ecuador,2001,Developing,73.4,158.0,9,4.13,14.589,69.0,44.3,10,9.0,3.86,89.0,0.3,193.742,12852755.0,1.6,1.5,0.67,12.4,73.4,158.0,9,4.13,14.589,69.0,10,45.0,3.86,89.0,0.3,193.742,12852755.0,1.6,1.5,0.67,12.4,8.308,0.02,15.8
Ecuador,2000,Developing,72.8,163.0,9,3.99,84.175,36.0,43.6,11,83.0,3.38,87.0,0.3,1451.298,12628596.0,1.6,1.5,0.668,12.4,72.8,163.0,9,3.99,84.175,36.0,11,83.0,3.38,87.0,0.3,1451.298,12628596.0,1.6,1.5,0.668,12.4,8.283,0.002,14.818
El Salvador,2014,Developing,73.3,181.0,2,2.52,665.726,93.0,55.4,2,93.0,6.77,94.0,0.2,3988.772,6281189.0,1.6,1.6,0.676,13.2,73.3,181.0,2,2.52,665.726,93.0,2,93.0,6.77,94.0,0.2,3988.772,6281189.0,1.6,1.6,0.676,13.2,8.923,0.002,90.5
El Salvador,2013,Developing,73.0,184.0,2,2.42,653.693,92.0,54.7,2,92.0,6.95,92.0,0.2,3895.664,625777.0,1.6,1.6,0.675,13.2,73.0,184.0,2,2.42,653.693,92.0,2,92.0,6.95,92.0,0.2,3895.664,625777.0,1.6,1.6,0.675,13.2,8.91,0.002,92.0
El Salvador,2012,Developing,73.0,181.0,2,2.48,591.776,92.0,54.1,2,93.0,6.7,92.0,0.3,3827.786,6221246.0,1.6,1.6,0.67,13.2,73.0,181.0,2,2.48,591.776,92.0,2,93.0,6.7,92.0,0.3,3827.786,6221246.0,1.6,1.6,0.67,13.2,8.844,0.002,90.5
El Salvador,2011,Developing,72.0,197.0,2,2.37,549.278,89.0,53.4,2,9.0,6.81,89.0,0.3,3736.587,619256.0,1.7,1.6,0.666,13.0,72.0,197.0,2,2.37,549.278,89.0,2,45.0,6.81,89.0,0.3,3736.587,619256.0,1.7,1.6,0.666,13.0,8.658,0.002,98.5
El Salvador,2010,Developing,72.0,191.0,2,2.36,469.39,89.0,52.8,2,89.0,6.91,89.0,0.3,3474.392,6164626.0,1.7,1.6,0.662,12.9,72.0,191.0,2,2.36,469.39,89.0,2,89.0,6.91,89.0,0.3,3474.392,6164626.0,1.7,1.6,0.662,12.9,8.54,0.002,95.5
El Salvador,2009,Developing,71.4,23.0,2,2.55,416.434,91.0,52.1,2,91.0,6.83,91.0,0.3,3366.482,6137276.0,1.7,1.6,0.662,12.8,71.4,23.0,2,2.55,416.434,91.0,2,91.0,6.83,91.0,0.3,3366.482,6137276.0,1.7,1.6,0.662,12.8,8.474,0.002,11.5
El Salvador,2008,Developing,71.7,194.0,2,2.68,53.959,98.0,51.4,3,98.0,6.21,98.0,0.3,357.348,61131.0,1.8,1.7,0.659,13.4,71.7,194.0,2,2.68,53.959,98.0,3,98.0,6.21,98.0,0.3,357.348,61131.0,1.8,1.7,0.659,13.4,8.831,0.017,64.667
El Salvador,2007,Developing,71.2,23.0,2,2.83,52.302,99.0,5.8,3,99.0,6.32,99.0,0.3,334.838,683475.0,1.8,1.7,0.657,12.9,71.2,23.0,2,2.83,52.302,99.0,3,99.0,6.32,99.0,0.3,334.838,683475.0,1.8,1.7,0.657,12.9,8.475,0.019,7.667
El Salvador,2006,Developing,75.0,211.0,3,2.77,57.746,96.0,5.1,3,96.0,6.68,96.0,0.2,362.952,656478.0,1.8,1.7,0.651,12.9,75.0,211.0,3,2.77,57.746,96.0,3,96.0,6.68,96.0,0.2,362.952,656478.0,1.8,1.7,0.651,12.9,8.398,0.018,70.333
El Salvador,2005,Developing,71.0,213.0,3,2.77,440.603,89.0,49.4,3,89.0,7.19,89.0,0.2,2835.281,628961.0,1.9,1.8,0.644,12.7,71.0,213.0,3,2.77,440.603,89.0,3,89.0,7.19,89.0,0.2,2835.281,628961.0,1.9,1.8,0.644,12.7,8.179,0.003,71.0
El Salvador,2004,Developing,70.0,215.0,3,2.9,398.606,9.0,48.6,3,9.0,7.3,9.0,0.3,2632.799,6775.0,1.9,1.8,0.636,12.4,70.0,215.0,3,2.9,398.606,18.0,3,45.0,7.3,45.0,0.3,2632.799,6775.0,1.9,1.8,0.636,12.4,7.886,0.003,71.667
El Salvador,2003,Developing,69.9,29.0,3,3.1,400.134,94.0,47.8,4,93.0,7.61,94.0,0.3,2519.737,5971535.0,2.0,1.9,0.628,12.0,69.9,29.0,3,3.1,400.134,94.0,4,93.0,7.61,94.0,0.3,2519.737,5971535.0,2.0,1.9,0.628,12.0,7.536,0.003,7.25
El Salvador,2002,Developing,73.0,24.0,3,2.97,29.685,81.0,47.0,4,81.0,7.9,81.0,0.4,248.412,59433.0,2.0,1.9,0.621,11.8,73.0,24.0,3,2.97,29.685,81.0,4,81.0,7.9,81.0,0.4,248.412,59433.0,2.0,1.9,0.621,11.8,7.328,0.032,6.0
El Salvador,2001,Developing,68.9,219.0,4,2.88,332.106,75.0,46.2,4,94.0,8.2,92.0,0.4,2338.772,595962.0,2.1,2.0,0.615,11.6,68.9,219.0,4,2.88,332.106,75.0,4,94.0,8.2,92.0,0.4,2338.772,595962.0,2.1,2.0,0.615,11.6,7.134,0.004,54.75
El Salvador,2000,Developing,69.0,218.0,4,2.79,353.669,99.0,45.3,5,98.0,8.17,99.0,0.4,2238.412,5867626.0,2.1,2.0,0.607,11.3,69.0,218.0,4,2.79,353.669,99.0,5,98.0,8.17,99.0,0.4,2238.412,5867626.0,2.1,2.0,0.607,11.3,6.859,0.004,43.6
Equatorial Guinea,2014,Developing,57.9,32.0,3,0.01,13.405,2.0,24.0,4,24.0,3.8,2.0,4.4,192.597,1129424.0,8.5,8.4,0.582,9.2,57.9,32.0,3,0.01,13.405,18.0,4,45.0,3.8,45.0,3.2,192.597,1129424.0,8.5,8.4,0.582,9.2,5.354,0.02,8.0
Equatorial Guinea,2012,Developing,56.7,337.0,3,11.89,1500.413,2.0,23.0,4,3.0,4.0,24.0,8.2,21557.653,138593.0,8.7,8.7,0.583,9.2,56.7,337.0,3,11.89,1109.855,18.0,4,45.0,4.0,45.0,3.2,8787.614,138593.0,8.7,8.7,0.583,9.2,5.364,0.0,84.25
Equatorial Guinea,2011,Developing,56.2,344.0,3,10.99,1493.051,2.0,22.6,4,39.0,3.29,41.0,7.7,21451.886,99429.0,8.9,8.8,0.58,9.2,56.2,344.0,3,10.99,1109.855,18.0,4,45.0,3.29,45.0,3.2,8787.614,99429.0,8.9,8.8,0.58,9.2,5.336,0.0,86.0
Equatorial Guinea,2010,Developing,56.1,339.0,3,9.93,1192.697,2.0,22.1,4,59.0,3.84,44.0,7.2,17136.446,95114.0,9.0,9.0,0.589,9.2,56.1,339.0,3,9.93,1109.855,18.0,4,59.0,3.84,45.0,3.2,8787.614,95114.0,9.0,9.0,0.589,9.2,5.419,0.0,84.75
Equatorial Guinea,2009,Developing,55.7,34.0,3,7.97,115.069,2.0,21.7,4,57.0,5.32,43.0,7.3,1653.294,99111.0,9.2,9.2,0.59,9.1,55.7,34.0,3,7.97,115.069,18.0,4,57.0,5.32,45.0,3.2,1653.294,99111.0,9.2,9.2,0.59,9.1,5.369,0.003,8.5
Equatorial Guinea,2008,Developing,55.4,338.0,3,8.34,1705.679,2.0,21.3,4,55.0,2.31,42.0,6.3,22742.382,868418.0,9.3,9.3,0.592,9.1,55.4,338.0,3,8.34,1109.855,18.0,4,55.0,2.31,45.0,3.2,8787.614,868418.0,9.3,9.3,0.592,9.1,5.387,0.0,84.5
Equatorial Guinea,2007,Developing,55.0,339.0,3,6.86,1024.52,2.0,2.9,4,54.0,2.25,41.0,5.9,15761.839,829327.0,9.5,9.5,0.587,9.0,55.0,339.0,3,6.86,1024.52,18.0,4,54.0,2.25,45.0,3.2,8787.614,829327.0,9.5,9.5,0.587,9.0,5.283,0.0,84.75
Equatorial Guinea,2006,Developing,54.8,337.0,3,7.28,827.598,2.0,2.5,4,52.0,2.13,4.0,5.3,12732.276,792217.0,9.7,9.6,0.569,9.0,54.8,337.0,3,7.28,827.598,18.0,4,52.0,2.13,45.0,3.2,8787.614,792217.0,9.7,9.6,0.569,9.0,5.121,0.0,84.25
Equatorial Guinea,2005,Developing,54.4,337.0,3,7.19,12.066,2.0,2.2,4,5.0,1.63,39.0,4.9,185.633,757317.0,9.8,9.8,0.563,8.7,54.4,337.0,3,7.19,12.066,18.0,4,45.0,1.63,45.0,3.2,185.633,757317.0,9.8,9.8,0.563,8.7,4.898,0.009,84.25
Equatorial Guinea,2004,Developing,54.1,336.0,3,6.28,44.548,2.0,19.8,4,48.0,2.4,38.0,4.4,685.349,724817.0,1.0,1.0,0.553,8.5,54.1,336.0,3,6.28,44.548,18.0,4,48.0,2.4,45.0,3.2,685.349,724817.0,1.0,1.0,0.553,8.5,4.701,0.004,84.0
Equatorial Guinea,2003,Developing,53.8,334.0,3,7.13,309.783,2.0,19.5,4,46.0,2.23,37.0,3.6,3577.176,694611.0,1.2,1.1,0.554,8.4,53.8,334.0,3,7.13,309.783,18.0,4,46.0,2.23,45.0,3.2,3577.176,694611.0,1.2,1.1,0.554,8.4,4.654,0.001,83.5
Equatorial Guinea,2001,Developing,53.1,334.0,3,5.07,197.784,2.0,18.7,4,43.0,1.78,35.0,2.3,2283.879,639762.0,1.6,1.4,0.527,8.0,53.1,334.0,3,5.07,197.784,18.0,4,45.0,1.78,45.0,2.3,2283.879,639762.0,1.6,1.4,0.527,8.0,4.216,0.001,83.5
Equatorial Guinea,2000,Developing,52.7,336.0,3,4.46,14.955,2.0,18.3,4,41.0,2.73,34.0,1.9,172.685,614323.0,1.7,1.6,0.0,0.0,52.7,336.0,3,4.46,14.955,18.0,4,45.0,2.73,45.0,1.9,172.685,614323.0,1.7,1.6,0.27,4.4,1.188,0.016,84.0
Eritrea,2011,Developing,62.9,286.0,6,0.62,20.98,96.0,16.5,8,96.0,3.6,96.0,0.7,582.776,447469.0,8.8,8.7,0.405,5.0,62.9,286.0,6,0.62,20.98,96.0,8,96.0,3.6,96.0,0.7,582.776,447469.0,8.8,8.7,0.405,5.0,2.025,0.006,35.75
Eritrea,2009,Developing,61.4,311.0,6,0.63,1.575,92.0,15.5,9,92.0,3.3,92.0,1.0,43.754,431334.0,9.0,8.9,0.402,5.2,61.4,311.0,6,0.63,1.575,92.0,9,92.0,3.3,92.0,1.0,43.754,431334.0,9.0,8.9,0.402,5.2,2.09,0.075,34.556
Eritrea,2008,Developing,67.0,322.0,6,0.49,11.766,94.0,15.1,9,94.0,3.69,94.0,1.1,326.826,4232636.0,9.1,9.1,0.406,5.2,67.0,322.0,6,0.49,11.766,94.0,9,94.0,3.69,94.0,1.1,326.826,4232636.0,9.1,9.1,0.406,5.2,2.111,0.011,35.778
Eritrea,2005,Developing,59.4,34.0,7,1.07,5.065,96.0,13.9,9,96.0,2.97,96.0,1.6,276.759,39697.0,9.4,9.5,0.0,5.4,59.4,34.0,7,1.07,5.065,96.0,9,96.0,2.97,96.0,1.6,276.759,39697.0,9.4,9.5,0.27,5.4,1.458,0.011,3.778
Eritrea,2004,Developing,59.1,342.0,7,0.64,10.261,84.0,13.6,10,98.0,3.14,98.0,1.8,287.422,3858623.0,9.6,9.6,0.0,5.0,59.1,342.0,7,0.64,10.261,84.0,10,98.0,3.14,98.0,1.8,287.422,3858623.0,9.6,9.6,0.27,5.0,1.35,0.011,34.2
Eritrea,2003,Developing,58.8,343.0,7,0.56,6.914,91.0,13.3,10,95.0,3.5,93.0,1.9,232.795,3738265.0,9.7,9.7,0.0,4.7,58.8,343.0,7,0.56,6.914,91.0,10,95.0,3.5,93.0,1.9,232.795,3738265.0,9.7,9.7,0.27,4.7,1.269,0.015,34.3
Eritrea,2002,Developing,58.5,343.0,7,0.83,0.703,86.0,13.1,10,92.0,4.2,9.0,1.9,21.769,3614639.0,9.9,9.9,0.0,4.4,58.5,343.0,7,0.83,0.703,86.0,10,92.0,4.2,45.0,1.9,21.769,3614639.0,9.9,9.9,0.27,4.4,1.188,0.193,34.3
Eritrea,2001,Developing,58.1,345.0,7,0.61,5.594,86.0,12.8,10,89.0,3.95,86.0,2.0,215.139,3497124.0,1.0,1.0,0.0,4.3,58.1,345.0,7,0.61,5.594,86.0,10,89.0,3.95,86.0,2.0,215.139,3497124.0,1.0,1.0,0.27,4.4,1.188,0.018,34.5
Eritrea,2000,Developing,45.3,593.0,7,0.83,0.736,86.0,12.6,10,82.0,4.43,81.0,1.9,28.197,339281.0,1.2,1.1,0.0,3.9,45.3,491.0,7,0.83,0.736,86.0,10,82.0,4.43,81.0,1.9,28.197,339281.0,1.2,1.1,0.27,4.4,1.188,0.157,49.1
Estonia,2014,Developing,77.3,122.0,0,0.01,2700.073,93.0,59.4,0,93.0,6.38,93.0,0.1,19941.455,1314545.0,1.9,1.9,0.86,16.5,77.3,122.0,0,0.01,1109.855,93.0,0,93.0,6.38,93.0,0.1,8787.614,1314545.0,1.9,1.9,0.86,16.5,14.19,0.0,
Estonia,2013,Developing,76.9,127.0,0,0.01,261.291,93.0,59.0,0,94.0,6.48,94.0,0.1,1929.775,1317997.0,1.9,1.9,0.856,16.5,76.9,127.0,0,0.01,261.291,93.0,0,94.0,6.48,94.0,0.1,1929.775,1317997.0,1.9,1.9,0.856,16.5,14.124,0.003,
Estonia,2012,Developing,76.3,135.0,0,0.01,2263.104,94.0,58.5,0,94.0,6.36,94.0,0.1,17421.892,1322696.0,1.9,1.9,0.85,16.5,76.3,135.0,0,0.01,1109.855,94.0,0,94.0,6.36,94.0,0.1,8787.614,1322696.0,1.9,1.9,0.85,16.5,14.025,0.0,
Estonia,2011,Developing,76.1,138.0,0,0.01,2146.946,94.0,58.0,0,93.0,5.83,93.0,0.1,17454.843,1327439.0,1.9,2.0,0.838,16.4,76.1,138.0,0,0.01,1109.855,94.0,0,93.0,5.83,93.0,0.1,8787.614,1327439.0,1.9,2.0,0.838,16.4,13.743,0.0,
