year,selling_price,fuel,seller_type,transmission,owner,brand,km_dr_gr,mpow_val_d
2008,215000,1,0,0,2,1,2,75.0
2013,520000,0,0,0,2,1,3,100.0
2016,2280000,0,0,1,2,1,3,200.0
2015,285000,0,0,0,1,1,2,75.0
2017,660000,0,0,0,1,1,2,100.0
2004,31504,1,0,0,3,1,3,25.0
2015,515000,1,0,0,2,1,1,75.0
2012,295000,0,0,0,2,1,2,75.0
2015,700000,0,0,0,2,1,2,75.0
2017,1100000,0,0,0,1,1,1,125.0
2013,450000,1,0,0,1,1,1,75.0
2017,700000,0,0,0,2,1,1,75.0
2009,140000,1,0,0,2,1,2,75.0
2012,250000,0,0,0,1,1,3,100.0
2011,210000,1,0,0,2,1,3,75.0
2014,420000,0,0,0,2,1,3,100.0
2007,130000,1,0,0,3,1,2,50.0
2012,320000,1,0,0,2,1,2,100.0
2010,200000,1,0,0,2,1,3,75.0
2016,310000,1,0,0,1,1,0,50.0
2012,200000,0,0,0,2,1,2,75.0
2014,350000,1,0,0,1,1,1,75.0
2018,444000,1,0,0,1,1,0,50.0
2011,225000,0,0,0,2,1,1,75.0
2012,600000,0,0,0,1,1,2,50.0
2013,260000,1,0,0,1,1,0,75.0
2015,375000,0,0,0,1,1,3,75.0
2010,150000,1,0,0,2,1,3,50.0
2014,110000,1,0,0,2,1,1,50.0
2012,225000,1,0,0,1,1,1,50.0
2017,860000,1,0,0,1,1,0,125.0
2018,650000,0,0,0,1,1,1,75.0
2014,650000,0,0,0,1,1,2,100.0
2016,710000,0,0,0,1,1,1,100.0
2017,430000,0,0,0,1,1,3,100.0
2011,220000,0,0,0,1,1,3,75.0
2010,150000,0,0,0,3,1,3,100.0
2017,660000,0,0,0,2,1,2,100.0
2011,140000,0,0,0,4,0,2,50.0
2015,1100000,1,0,0,1,1,1,150.0
2013,2450000,0,0,1,1,2,1,200.0
2017,625000,0,0,1,1,1,0,100.0
2004,198000,1,0,0,3,1,3,100.0
2005,130000,1,0,0,2,1,3,75.0
2012,540000,1,0,0,2,1,3,125.0
2017,550000,1,0,1,1,1,0,75.0
2018,475000,1,0,0,1,1,0,75.0
2017,2825000,0,1,1,1,2,0,175.0
2020,2125000,0,1,0,1,1,0,125.0
2018,3350000,0,1,1,1,2,0,200.0
2018,1800000,0,1,1,1,1,0,175.0
2018,910000,0,1,0,1,1,0,75.0
2019,484999,1,1,0,1,1,0,75.0
2020,1950000,0,1,1,1,1,0,125.0
2018,950000,0,1,0,1,1,1,100.0
2015,365000,0,1,0,1,1,3,100.0
2018,900000,0,1,0,1,1,0,100.0
2017,919999,0,1,0,1,1,0,100.0
2020,1900000,1,1,1,1,1,0,150.0
2018,2950000,0,1,0,1,2,1,175.0
2019,1075000,0,1,0,1,1,0,125.0
2017,600000,1,1,0,1,1,0,75.0
2017,3200000,0,1,1,1,2,0,200.0
2019,2600000,0,1,1,1,1,0,150.0
2016,839000,0,1,0,1,1,1,100.0
2019,635000,1,1,0,1,1,0,75.0
2014,550000,0,0,0,3,1,3,125.0
2015,650000,0,0,0,1,1,2,100.0
2011,350000,1,0,0,2,1,2,100.0
2015,265000,1,0,0,1,1,1,75.0
2018,330000,1,0,0,1,1,0,75.0
2019,395000,1,0,0,1,1,0,75.0
2015,700000,0,0,0,1,1,1,100.0
2012,300000,0,0,0,1,1,2,75.0
2011,650000,0,0,0,1,1,3,100.0
2013,625000,0,0,0,3,1,3,100.0
2014,425000,0,0,0,2,1,2,100.0
2004,55000,1,0,0,3,1,1,25.0
2015,250000,0,0,0,2,1,2,75.0
2015,459999,0,0,0,1,1,3,50.0
2018,950000,0,1,0,1,1,0,100.0
2013,484999,0,0,0,1,1,3,125.0
2009,161000,0,0,0,3,1,3,100.0
2015,500000,1,0,0,1,1,1,75.0
2012,350000,1,0,0,1,1,1,100.0
2017,550000,1,0,1,1,1,1,75.0
2018,850000,1,0,0,1,1,0,100.0
2016,240000,1,0,0,1,1,1,50.0
2011,950000,0,0,0,1,1,2,150.0
2015,423000,1,0,0,2,1,1,100.0
2005,90000,1,0,0,2,1,2,75.0
2011,350000,0,0,0,2,1,1,150.0
2011,170000,1,0,0,3,1,2,75.0
2015,450000,1,0,0,1,1,2,75.0
2009,150000,1,0,0,2,1,3,75.0
2016,511000,0,0,0,1,1,2,100.0
2018,850000,0,0,0,1,1,1,100.0
2020,420000,1,0,0,1,1,0,75.0
2014,180000,1,0,0,1,1,1,50.0
2015,400000,0,0,0,1,1,0,50.0
2009,150000,0,0,0,1,1,3,100.0
2016,500000,0,0,0,1,1,3,100.0
2017,1689999,0,0,0,1,1,1,175.0
2012,204999,0,0,0,1,1,3,75.0
2014,459999,0,0,0,2,1,3,100.0
2017,600000,1,0,0,1,1,0,75.0
2019,585000,1,0,0,1,1,0,75.0
2012,551000,0,0,0,1,1,3,150.0
2013,525000,0,0,0,1,1,3,75.0
2012,160000,1,0,0,1,1,1,25.0
2014,825000,0,0,0,1,1,3,150.0
2015,600000,0,0,0,2,0,2,75.0
2002,65000,1,0,0,2,1,2,50.0
2013,550000,0,0,0,1,1,3,75.0
2015,650000,0,0,0,1,1,3,75.0
2019,750000,0,0,0,1,1,0,75.0
2017,380000,0,0,0,1,1,2,75.0
2012,400000,0,0,0,1,1,3,125.0
2003,50000,1,0,0,4,1,3,75.0
2017,750000,0,0,0,1,1,1,100.0
2011,150000,1,0,0,1,0,2,50.0
2013,260000,0,0,0,1,1,3,100.0
2014,411000,0,0,1,2,1,2,100.0
2012,1300000,0,0,1,2,2,3,175.0
2016,351000,1,0,0,1,1,1,75.0
2013,1300000,0,0,1,2,2,3,175.0
2014,450000,0,0,0,1,1,1,100.0
2012,550000,0,0,0,1,1,3,150.0
2016,750000,0,0,0,1,1,0,75.0
2015,800000,0,0,0,1,1,0,75.0
2011,350000,0,0,0,1,1,3,150.0
2013,200000,1,0,0,1,1,2,50.0
2008,150000,0,0,0,3,1,1,75.0
2016,800000,0,0,0,1,1,1,100.0
2017,350000,1,0,0,2,1,0,50.0
2006,250000,0,0,0,1,1,3,125.0
2018,395000,1,0,0,1,1,0,50.0
2012,450000,0,0,0,1,1,3,50.0
2019,500000,1,0,0,1,1,0,75.0
2012,200000,0,0,0,1,1,2,75.0
2017,1200000,0,0,0,1,1,0,150.0
2016,400000,0,0,0,1,1,1,75.0
2016,650000,0,0,0,1,1,3,100.0
2016,550000,0,0,0,1,1,3,75.0
2015,1100000,0,0,0,1,1,3,150.0
2012,254999,1,0,0,1,1,0,50.0
2011,180000,1,0,0,1,1,1,50.0
2010,160000,0,0,0,2,1,3,100.0
2008,225000,0,0,0,2,0,3,125.0
2015,270000,1,0,0,2,1,1,50.0
2012,310000,0,0,0,1,1,2,100.0
2015,225000,1,0,0,1,0,2,75.0
2015,300000,0,0,0,3,0,2,75.0
2008,250000,1,0,0,4,1,2,75.0
2015,550000,1,0,0,1,1,1,75.0
2007,300000,0,0,0,3,1,3,75.0
2015,900000,0,0,0,1,1,3,125.0
2018,1530000,0,0,0,1,1,1,150.0
2015,590000,0,0,0,1,1,3,75.0
2008,170000,2,0,0,2,1,3,50.0
2017,2600000,0,0,1,1,2,2,150.0
2016,475000,0,0,0,1,1,3,75.0
2018,700000,0,0,0,1,1,0,75.0
2012,440000,0,0,1,3,1,3,125.0
2016,390000,1,0,0,1,1,2,75.0
2012,725000,0,0,0,2,1,3,100.0
2012,325000,0,0,0,2,1,3,50.0
2010,170000,1,0,0,2,1,2,50.0
2010,215000,0,0,0,3,1,3,75.0
2010,350000,1,0,0,3,1,3,125.0
2009,80000,1,0,0,4,0,2,50.0
2012,195000,1,0,0,2,1,2,50.0
2014,335000,0,1,0,1,1,2,75.0
2011,475000,0,1,0,1,1,3,150.0
2015,484999,0,1,0,1,1,2,75.0
2018,650000,1,0,0,2,1,0,100.0
2014,1850000,0,0,1,1,2,2,250.0
2018,700000,1,0,0,2,1,0,75.0
2014,3000000,0,0,1,1,2,2,250.0
2018,900000,0,0,0,1,1,1,75.0
2013,350000,0,0,0,1,1,2,75.0
2005,285000,1,0,1,2,1,2,225.0
2012,1850000,0,0,1,1,2,2,250.0
2017,750000,0,1,0,1,1,1,100.0
2013,1650000,0,1,1,1,2,2,125.0
2018,600000,1,0,0,1,1,0,100.0
2018,565000,1,0,0,1,1,0,75.0
2000,86000,1,0,0,1,0,1,50.0
2016,329000,1,0,0,1,0,0,75.0
2016,650000,0,0,0,1,1,1,100.0
2015,822000,0,0,0,1,1,1,125.0
2013,345000,0,0,0,2,1,3,100.0
2001,30000,1,0,0,1,1,0,50.0
2012,330000,0,0,0,2,1,1,75.0
2014,300000,1,0,0,2,1,2,75.0
2009,200000,1,0,1,2,1,2,100.0
2010,90000,1,0,0,2,0,2,50.0
2010,200000,1,0,0,2,1,2,75.0
2015,250000,1,0,0,1,0,0,75.0
2017,975000,0,0,0,1,1,2,100.0
2014,900000,0,0,0,2,1,3,100.0
2018,610000,1,0,0,1,1,0,75.0
2017,620000,0,0,0,1,1,0,75.0
2016,400000,1,0,0,1,1,0,75.0
2019,500000,1,0,0,1,1,0,75.0
2017,200000,1,0,0,1,0,3,75.0
2016,360000,0,0,0,1,1,3,100.0
2012,252000,1,0,0,1,1,1,75.0
2012,280000,0,0,0,2,1,2,75.0
2018,509999,1,0,0,2,1,2,75.0
2016,1050000,0,0,0,1,1,1,125.0
2010,200000,2,0,0,4,1,1,50.0
2005,60000,1,0,0,2,1,2,50.0
2013,520000,0,0,0,1,1,3,125.0
2007,250000,0,0,0,2,1,2,150.0
2017,725000,0,0,0,1,1,1,100.0
2015,585000,0,0,0,1,1,1,50.0
2017,430000,1,0,0,1,1,0,75.0
2011,235000,0,0,0,2,1,3,75.0
2012,350000,0,0,0,3,1,1,75.0
2010,131000,1,0,0,3,1,2,75.0
2016,450000,0,0,0,1,1,2,100.0
2016,750000,0,0,0,1,1,2,100.0
2009,125000,1,0,0,4,1,3,75.0
2014,500000,0,0,0,1,1,3,50.0
2012,380000,0,0,0,3,1,2,75.0
2008,128000,1,0,0,1,1,0,50.0
2009,250000,1,0,0,3,1,2,125.0
2017,690000,0,0,0,1,1,1,75.0
2014,650000,0,0,0,2,1,2,50.0
2012,560000,1,0,0,2,1,1,125.0
2016,400000,1,0,0,1,1,0,75.0
2012,200000,1,0,0,1,1,0,75.0
2018,950000,1,0,0,1,1,0,125.0
2016,300000,1,0,0,2,1,1,50.0
2016,315000,1,0,0,2,1,0,50.0
2012,220000,1,0,0,1,1,3,50.0
2011,130000,1,0,0,2,0,1,100.0
2016,595000,0,0,0,2,1,1,100.0
2011,110000,0,0,0,1,1,3,75.0
2017,680000,1,0,0,1,1,0,125.0
2013,280000,0,0,0,1,0,1,75.0
2017,530000,1,0,0,2,1,0,75.0
2017,610000,1,0,0,1,1,0,75.0
2014,500000,0,0,0,2,1,2,150.0
2018,500000,0,0,0,1,1,1,75.0
2010,250000,0,0,0,2,1,3,100.0
2018,325000,1,0,0,1,1,0,50.0
2018,550000,1,0,0,1,1,0,75.0
2018,720000,1,0,0,1,1,0,100.0
2017,950000,1,0,0,1,1,0,125.0
2013,350000,0,0,0,1,1,1,75.0
2018,500000,1,0,0,1,1,1,75.0
2012,380000,0,0,0,1,1,1,75.0
2015,380000,1,0,1,1,1,1,75.0
2017,900000,1,0,0,1,1,0,125.0
2017,295000,1,0,0,1,1,0,50.0
2016,640000,0,0,0,1,1,1,100.0
2018,790000,0,0,0,1,1,1,100.0
2015,625000,1,0,0,1,1,0,125.0
2017,604000,1,0,0,2,1,0,125.0
2015,315000,1,0,0,1,1,0,75.0
2019,950000,0,0,0,1,1,0,125.0
2017,400000,1,0,0,1,1,1,75.0
2018,700000,1,0,1,1,1,1,100.0
2011,700000,0,0,0,2,1,3,100.0
2012,260000,0,0,0,1,1,3,75.0
2012,200000,0,0,0,1,1,2,75.0
2020,580000,1,0,0,1,1,2,100.0
2011,330000,0,0,0,2,1,2,100.0
2011,400000,0,0,0,3,1,2,100.0
2018,1350000,1,0,1,1,1,0,125.0
2014,250000,0,0,0,2,1,1,75.0
2019,725000,1,0,0,1,1,0,100.0
2013,300000,0,0,0,1,1,2,75.0
2016,1175000,0,0,0,1,1,3,150.0
2014,400000,0,0,0,1,1,1,75.0
2005,140000,0,0,0,3,1,2,75.0
2011,229999,0,0,0,2,1,3,150.0
2003,110000,1,0,0,2,1,2,75.0
2008,150000,1,0,0,4,0,1,75.0
2017,265000,1,0,0,2,1,1,25.0
2011,300000,1,0,0,3,1,3,75.0
2015,280000,1,0,0,1,1,2,50.0
2005,130000,1,0,0,2,1,1,75.0
2015,350000,1,0,0,1,0,1,75.0
2009,200000,1,0,0,1,1,3,75.0
2018,550000,1,0,0,1,1,0,75.0
2013,400000,0,0,0,2,1,1,50.0
2010,170000,1,0,0,2,1,3,75.0
2015,600000,0,0,0,2,1,1,100.0
2011,130000,1,0,0,2,1,3,50.0
2011,100000,1,0,0,2,1,3,25.0
2016,310000,1,0,0,1,1,0,50.0
2007,35000,1,0,0,1,1,0,25.0
2010,200000,1,0,0,3,1,3,75.0
2015,650000,0,0,0,1,1,2,100.0
2015,509999,0,0,0,1,1,2,75.0
2013,229999,0,0,0,1,1,2,75.0
2014,409999,0,0,0,2,1,3,100.0
2011,130000,1,0,0,1,0,2,50.0
2013,95000,1,0,0,1,1,0,25.0
2016,225000,1,0,0,2,1,0,50.0
2017,775000,0,0,0,1,1,3,100.0
2017,420000,1,0,0,1,1,0,75.0
2016,480000,1,0,0,1,1,2,75.0
2010,260000,0,0,0,2,1,3,75.0
2018,600000,1,0,0,1,1,0,75.0
2009,140000,0,0,0,2,1,3,75.0
2010,130000,1,0,0,3,1,3,25.0
2007,195000,0,1,0,1,1,3,75.0
2013,210000,0,1,0,2,1,3,75.0
2006,130000,1,0,0,3,1,2,75.0
2012,141000,1,0,0,3,0,3,75.0
2011,280000,0,0,0,1,1,3,75.0
2010,350000,1,0,1,1,1,0,100.0
2018,575000,1,0,0,1,1,2,100.0
2015,550000,1,0,0,1,1,1,75.0
2006,120000,1,0,0,2,1,0,50.0
2015,320000,1,0,0,1,1,0,75.0
2011,250000,1,0,0,1,1,0,100.0
2010,300000,1,0,0,1,1,0,100.0
2006,250000,1,0,0,1,1,2,75.0
2018,750000,0,0,0,1,1,2,75.0
2005,151000,0,0,0,2,1,3,125.0
2011,300000,0,0,0,1,1,3,150.0
2019,577000,1,0,0,1,1,0,75.0
2012,229999,1,0,0,1,1,1,75.0
2013,500000,0,0,0,1,1,1,50.0
2019,840000,1,0,1,1,1,0,100.0
2017,900000,0,0,0,1,1,2,100.0
2017,650000,1,0,0,1,1,0,100.0
2016,250000,1,0,0,1,1,3,50.0
2016,550000,0,0,0,1,1,2,100.0
2007,250000,0,0,0,4,1,3,75.0
2013,350000,0,0,0,2,1,3,100.0
2014,185000,0,0,0,2,0,2,50.0
2010,229999,1,0,0,3,1,3,75.0
2016,1000000,0,0,0,1,1,2,100.0
2009,150000,1,0,0,2,1,2,75.0
2013,600000,0,0,0,1,1,3,100.0
2013,270000,2,0,0,2,1,2,50.0
2005,60000,1,0,0,2,1,2,50.0
2013,525000,0,0,0,2,1,2,75.0
2012,83000,0,0,0,2,1,2,75.0
2017,300000,1,0,0,1,1,0,50.0
2012,350000,1,0,0,1,1,0,75.0
2011,300000,1,0,0,1,1,1,75.0
2011,250000,0,0,0,1,0,0,100.0
2018,700000,1,0,0,1,1,0,100.0
2020,250000,1,0,0,2,1,3,75.0
2016,350000,1,0,0,1,1,2,75.0
1998,80000,1,0,0,1,1,2,25.0
2017,850000,0,0,0,1,1,3,75.0
2007,90000,1,0,0,3,0,2,50.0
2014,600000,0,0,0,1,0,3,75.0
2007,135000,1,0,0,1,1,1,50.0
2005,150000,1,0,0,1,1,3,100.0
2009,240000,1,0,0,1,1,3,75.0
2011,215000,0,0,0,1,1,2,75.0
1999,50000,1,0,0,4,1,1,50.0
2013,310000,0,0,0,1,1,3,100.0
2008,220000,1,0,0,1,1,0,75.0
2008,195000,0,0,0,3,1,2,75.0
2011,350000,1,0,0,1,1,2,75.0
2013,360000,1,0,0,1,1,0,75.0
2016,490000,1,0,0,1,1,0,75.0
2011,195000,1,0,0,2,1,1,50.0
2010,125000,1,0,0,4,1,2,50.0
2019,459999,1,0,0,1,1,0,75.0
2015,275000,1,0,0,1,1,0,50.0
2018,680000,0,0,0,1,1,2,75.0
2015,600000,1,0,0,1,1,0,75.0
2018,720000,1,0,0,1,1,0,75.0
2016,356000,1,0,0,1,1,0,50.0
2011,225000,1,0,0,1,1,1,75.0
2019,725000,0,0,0,1,1,0,100.0
2015,300000,1,0,0,1,1,0,50.0
2013,400000,1,0,0,2,1,1,75.0
2013,550000,0,0,0,1,1,1,100.0
2006,120000,1,0,0,2,1,2,75.0
2012,409999,0,0,0,2,1,3,100.0
2010,110000,1,0,0,2,1,2,50.0
2012,450000,0,0,0,1,1,3,50.0
2016,515000,0,1,0,1,1,2,100.0
2018,925000,0,1,0,1,1,0,100.0
2019,860000,1,1,0,1,1,0,100.0
2012,225000,0,1,0,2,1,2,75.0
2017,500000,0,1,0,1,1,1,100.0
2017,600000,1,1,1,1,1,0,75.0
2012,195000,0,1,0,1,1,3,75.0
2012,265000,1,1,0,1,1,2,75.0
2018,650000,0,1,0,1,1,0,100.0
2015,415000,0,1,0,1,1,3,100.0
2015,600000,0,1,0,1,1,2,75.0
2013,340000,1,1,0,1,1,2,75.0
2014,350000,0,1,0,1,1,2,75.0
2012,265000,0,1,0,2,1,3,75.0
2017,625000,0,0,0,1,1,2,150.0
2008,245000,0,0,0,2,1,3,100.0
2014,395000,0,0,0,1,1,3,75.0
2018,955000,0,0,0,1,1,1,100.0
2013,525000,0,0,0,1,1,3,75.0
2017,550000,1,0,0,1,1,0,75.0
2017,500000,1,0,0,1,1,0,75.0
2016,825000,0,0,0,1,1,0,100.0
2012,250000,0,0,0,1,1,2,100.0
2015,600000,1,0,0,1,1,0,75.0
2018,1325000,0,0,0,1,1,0,125.0
2016,770000,0,0,0,1,1,1,100.0
2011,415000,0,0,0,1,0,2,125.0
2011,825000,0,0,0,2,1,3,200.0
2018,530000,0,0,0,1,1,2,100.0
2006,425000,0,0,0,3,1,3,100.0
2012,310000,1,0,0,2,1,1,75.0
2017,390000,1,0,0,1,1,0,75.0
2016,700000,1,0,0,1,1,0,125.0
2010,200000,1,0,0,2,1,2,75.0
2013,1050000,0,0,0,1,1,0,100.0
2014,580000,0,0,0,1,1,2,100.0
2014,200000,1,0,0,2,1,1,50.0
2013,245000,1,0,0,1,0,0,75.0
2010,210000,1,0,0,2,1,2,75.0
2005,50000,1,0,0,2,1,2,100.0
2012,700000,0,0,1,2,0,1,175.0
2019,660000,0,0,0,1,1,0,75.0
2015,630000,1,0,0,2,1,3,125.0
2012,950000,0,0,0,1,1,2,150.0
2018,740000,1,0,0,1,1,0,75.0
2017,570000,1,0,0,1,1,0,75.0
2012,450000,0,0,0,3,1,1,125.0
2019,390000,1,0,0,1,0,0,75.0
2009,180000,1,0,0,2,1,2,100.0
2015,130000,1,0,0,1,1,1,25.0
2006,270000,1,0,0,2,1,2,75.0
1997,60000,1,0,0,3,1,0,25.0
2006,170000,1,0,0,3,1,2,100.0
2015,978999,0,0,0,1,1,2,125.0
2018,490000,1,0,0,1,1,0,75.0
2018,390000,1,0,0,1,1,0,75.0
2013,170000,1,0,0,4,1,1,50.0
2008,45000,1,0,0,1,0,2,50.0
2016,640000,0,0,0,2,1,2,100.0
2013,500000,0,0,0,1,1,3,125.0
2008,90000,0,0,0,2,1,3,75.0
2014,480000,0,0,0,2,1,2,150.0
2019,630000,1,0,0,1,1,0,75.0
2011,250000,1,0,0,1,1,1,75.0
2016,330000,1,0,0,4,1,2,75.0
2009,180000,1,0,0,2,1,2,75.0
2016,550000,0,0,0,1,1,1,75.0
2020,950000,1,0,1,1,1,0,100.0
2013,430000,0,0,0,2,1,3,50.0
2014,348000,1,0,0,2,1,0,75.0
2014,196000,1,0,0,2,1,1,50.0
2010,150000,1,0,0,2,1,2,75.0
2009,150000,1,0,0,2,1,1,75.0
2019,1250000,0,0,0,1,1,3,150.0
2015,600000,0,0,0,3,1,2,100.0
2016,220000,1,1,0,1,1,1,25.0
2006,110000,1,1,0,1,1,1,75.0
2012,175000,0,1,0,1,0,1,50.0
2011,160000,1,1,0,1,0,1,50.0
2004,65000,1,1,0,1,1,1,25.0
2002,60000,1,1,0,2,1,1,25.0
2007,120000,1,1,0,2,1,1,50.0
2013,1000000,0,0,1,1,1,1,175.0
2010,220000,1,1,0,1,1,1,75.0
2008,114999,1,1,0,2,1,1,25.0
2016,850000,0,0,1,2,1,2,150.0
2016,750000,0,0,0,1,1,2,100.0
2017,265000,1,0,0,1,1,2,75.0
2014,450000,1,0,0,2,1,3,100.0
2015,1125000,0,0,0,1,1,2,125.0
2009,270000,1,0,0,1,1,2,75.0
2007,130000,1,0,0,1,1,2,50.0
2017,660000,0,0,0,1,1,1,75.0
2015,240000,1,0,0,2,1,1,75.0
2017,275000,1,0,0,1,1,1,50.0
2012,750000,0,0,0,1,1,3,100.0
2007,65000,1,0,0,2,0,0,75.0
2017,850000,0,0,0,1,1,3,150.0
2016,300000,2,0,0,2,1,1,50.0
2018,555000,1,0,0,2,1,0,75.0
2015,825000,0,0,0,1,1,1,125.0
2010,150000,2,0,0,3,1,2,50.0
2009,185000,0,0,0,2,1,3,75.0
2010,160000,1,0,0,2,1,1,50.0
2012,500000,0,0,1,1,1,3,150.0
2014,375000,0,0,0,2,1,2,75.0
2015,900000,0,0,0,1,1,2,100.0
2017,459999,1,0,0,1,1,2,75.0
2014,480000,0,0,0,1,1,2,75.0
2013,320000,0,0,0,3,1,3,75.0
2013,370000,0,0,0,2,1,2,75.0
2002,75000,1,0,0,3,1,0,50.0
2016,400000,0,0,0,3,1,1,75.0
2014,425000,0,0,0,1,1,2,75.0
2014,325000,1,0,0,1,1,1,75.0
2018,600000,1,0,0,1,1,1,75.0
2012,120000,0,0,0,2,0,1,50.0
2012,200000,1,0,0,2,1,2,75.0
2008,100000,1,0,0,3,1,2,50.0
2014,350000,0,0,0,2,1,2,75.0
2006,85000,1,0,0,2,1,3,50.0
2019,399000,1,0,0,1,1,0,75.0
2014,580000,0,0,0,1,1,1,125.0
2017,290000,1,0,0,1,0,0,50.0
2014,380000,1,0,0,2,1,1,75.0
2010,200000,0,0,0,1,1,3,75.0
2018,390000,2,0,0,1,1,1,50.0
2017,500000,1,0,0,1,1,0,75.0
2012,520000,0,0,0,1,1,2,100.0
2017,650000,0,0,0,1,1,2,75.0
2018,380000,1,0,0,1,1,0,75.0
2010,275000,2,0,0,1,1,1,50.0
2015,520000,0,0,0,1,1,2,75.0
2015,610000,0,0,0,1,1,1,75.0
2004,85000,1,0,0,1,1,3,75.0
2013,490000,0,0,0,1,1,2,75.0
2015,229999,1,0,0,2,1,0,50.0
2015,411000,1,0,0,1,1,0,75.0
2019,362000,2,0,0,2,1,3,50.0
2014,550000,0,0,0,1,1,0,75.0
2018,459999,2,0,0,1,1,2,50.0
2011,190000,1,0,0,1,1,1,75.0
2018,358000,1,0,0,1,1,1,75.0
2012,278000,0,0,0,2,1,3,75.0
2014,320000,0,0,0,1,0,1,75.0
2013,580000,0,0,0,2,1,2,100.0
2019,1300000,1,0,1,1,1,0,125.0
2018,825000,0,0,0,1,1,1,100.0
2004,170000,1,0,0,2,1,3,125.0
2014,1700000,0,0,0,2,1,2,175.0
2018,1050000,0,0,0,1,1,0,150.0
2016,210000,1,0,0,1,0,1,75.0
2016,1250000,0,0,0,1,1,0,125.0
2012,320000,0,0,0,2,1,3,75.0
2012,400000,0,0,0,1,0,2,125.0
2013,320000,0,0,0,1,1,3,75.0
2009,170000,1,0,0,2,1,1,50.0
2012,155000,0,0,0,1,0,2,50.0
2015,620000,0,0,0,2,1,3,75.0
2015,550000,0,0,0,1,1,1,75.0
2014,600000,0,0,0,1,1,2,100.0
2014,649000,0,0,0,3,1,3,150.0
2014,625000,0,0,0,1,1,2,100.0
2010,125000,1,0,0,1,0,2,75.0
2009,305000,0,0,0,2,0,3,75.0
2010,285000,1,0,0,2,1,3,100.0
2015,600000,0,0,0,2,1,1,150.0
2016,426000,1,0,0,1,1,3,75.0
2010,180000,0,0,0,1,1,3,75.0
2011,400000,0,0,0,2,1,3,125.0
2010,120000,1,0,0,2,0,1,75.0
2012,300000,0,0,0,2,1,3,100.0
2011,190000,1,0,0,2,1,2,75.0
2019,380000,1,0,0,1,1,0,50.0
2019,740000,0,0,0,1,1,0,75.0
2016,260000,1,0,0,1,0,0,50.0
2017,320000,1,0,0,2,1,0,75.0
2013,211000,2,0,0,1,1,2,50.0
2019,380000,1,0,1,1,1,0,75.0
2014,160000,0,0,0,3,0,2,50.0
2019,1270000,1,0,1,1,1,0,125.0
2011,300000,2,0,0,1,1,3,50.0
2015,405000,0,0,0,1,1,3,75.0
2015,850000,0,0,0,1,1,2,150.0
2017,680000,0,0,0,1,1,2,75.0
2014,426999,1,0,0,1,1,2,75.0
2015,525000,0,0,0,1,1,3,100.0
2014,1019999,0,0,0,2,1,1,100.0
2005,245000,0,0,0,1,1,3,100.0
2015,869999,0,0,0,1,1,3,125.0
2010,160000,2,0,0,1,1,2,50.0
2016,700000,0,0,0,1,1,2,100.0
2012,300000,0,0,0,1,1,2,75.0
2007,175000,1,0,1,1,1,3,125.0
2012,960000,0,0,0,1,1,3,100.0
2014,525000,0,0,0,2,1,2,100.0
2015,345000,0,0,0,1,1,1,75.0
2015,390000,1,0,0,1,1,1,75.0
2015,275000,1,0,0,1,0,0,75.0
2014,310000,1,0,0,1,0,0,75.0
2017,500000,1,0,0,1,1,0,75.0
2013,200000,0,0,0,1,0,2,75.0
2018,650000,0,0,0,1,1,1,100.0
2018,1031000,0,0,0,1,1,1,100.0
2018,330000,1,0,0,1,1,2,75.0
2019,399000,1,0,0,1,1,0,75.0
2012,250000,1,0,0,1,1,3,75.0
2013,375000,0,0,0,1,1,2,75.0
2012,375000,0,0,0,1,1,2,100.0
2013,445000,0,0,0,2,1,2,125.0
2003,55000,1,0,0,2,1,3,75.0
2016,611000,0,0,0,1,1,2,100.0
2014,459999,0,0,0,2,1,3,100.0
2011,275000,0,0,0,2,1,3,75.0
2011,185000,2,0,0,1,1,3,50.0
2012,390000,0,0,0,2,1,3,125.0
2007,72000,1,0,0,2,0,1,50.0
2015,500000,0,0,0,1,1,3,75.0
2011,200000,2,0,0,1,1,3,50.0
2019,1575000,0,0,0,1,1,0,150.0
2015,511000,1,0,0,1,1,0,75.0
2009,150000,1,0,0,1,0,1,100.0
2020,1500000,1,0,1,1,1,1,175.0
2013,185000,1,0,0,2,1,2,50.0
2018,550000,1,0,0,1,1,0,75.0
2017,325000,1,0,0,1,1,0,75.0
2015,525000,0,0,0,1,1,2,75.0
2018,1050000,0,0,0,1,1,0,150.0
2012,300000,0,0,0,1,1,3,75.0
2011,120000,1,0,0,1,0,2,75.0
2011,170000,1,0,0,3,1,1,50.0
2010,320000,0,0,0,1,1,1,75.0
2016,350000,1,0,1,1,1,0,75.0
2018,500000,1,0,1,1,1,1,75.0
2009,135000,0,0,0,2,1,3,75.0
2018,340000,1,0,0,1,1,0,50.0
2020,330000,1,0,0,2,1,2,75.0
2011,350000,1,0,0,2,1,1,100.0
2016,400000,0,0,0,1,1,3,75.0
2014,325000,0,1,0,1,1,2,75.0
2015,1000000,0,0,0,1,1,0,125.0
2012,350000,0,0,0,2,1,2,100.0
2015,550000,0,0,0,2,1,3,100.0
2015,925000,0,0,0,1,1,1,150.0
2010,509999,0,0,1,2,1,2,125.0
2011,250000,0,0,0,2,1,3,100.0
2015,500000,1,0,0,1,1,1,75.0
2019,1050000,0,0,0,1,1,0,100.0
