year,selling_price,fuel,seller_type,transmission,owner,brand,km_dr_gr
2012,295000,0,0,0,1,1,2
2013,650000,1,1,0,1,1,1
2010,200000,1,1,0,1,0,2
2009,130000,1,1,0,1,0,2
2012,250000,0,1,0,1,1,3
2004,400000,0,1,0,1,1,2
2017,430000,1,1,0,1,1,3
2015,170000,1,0,0,2,1,2
2019,450000,1,0,0,1,1,0
2013,350000,1,0,0,1,1,2
2012,180000,0,1,0,1,0,1
2014,475000,1,1,0,1,1,2
2015,470000,1,1,0,1,1,1
2012,200000,0,1,0,1,1,2
2013,650000,0,1,0,1,1,3
2010,400000,1,0,0,1,1,1
2014,409999,0,0,0,1,1,2
2018,640000,0,0,0,1,1,0
2007,160000,1,0,0,2,1,2
2018,750000,0,0,0,1,1,2
2008,80000,1,0,0,2,1,3
2016,240000,0,0,0,3,1,2
2005,60000,1,0,0,3,1,1
2007,70000,1,0,0,3,1,3
2008,285000,0,0,1,2,1,2
2015,350000,0,0,0,2,1,1
2015,699000,0,0,0,2,1,0
2011,275000,0,0,0,2,1,3
2012,350000,0,0,0,2,1,3
2006,135000,1,0,0,3,1,2
2010,325000,0,0,0,3,1,3
2012,650000,0,0,0,2,1,3
2009,300000,0,0,0,2,1,3
2014,1200000,0,0,0,2,1,3
2012,450000,1,1,0,1,1,1
2019,425000,1,0,0,1,1,0
2006,150000,1,0,0,2,1,2
2013,290000,0,0,0,2,1,3
2014,335000,1,0,0,2,1,1
2006,120000,1,1,0,4,0,2
2005,20000,1,0,0,2,1,0
2012,220000,0,0,0,2,1,2
2005,61000,1,0,0,2,1,0
2014,425000,0,0,0,2,1,3
2009,85000,0,0,0,2,1,3
2015,270000,0,0,0,2,1,1
2009,180000,0,0,0,1,1,3
2017,450000,1,0,0,1,1,0
2012,450000,0,0,0,1,1,1
2017,250000,1,0,0,2,1,1
2012,725000,0,0,0,1,1,2
2010,250000,1,0,0,1,1,1
2010,99000,0,0,0,2,0,2
2017,350000,1,0,0,1,1,1
2018,511000,1,0,0,1,1,2
2012,300000,0,0,0,1,1,2
2010,1100000,1,0,1,1,2,3
2010,125000,1,0,0,3,1,1
2018,500000,1,0,0,1,1,0
2013,385000,0,0,0,2,1,2
2012,350000,1,0,0,1,1,2
2003,60000,1,0,0,1,1,1
2012,300000,1,0,0,1,1,1
2012,400000,0,0,0,1,1,2
2014,550000,0,0,0,1,1,3
2012,300000,1,0,0,2,1,2
2012,250000,0,0,0,1,1,3
2012,800000,0,0,0,1,1,3
2018,300000,1,0,0,1,1,0
2004,80000,1,0,0,1,1,3
2017,355000,1,0,1,1,1,1
2015,520000,0,0,0,1,1,1
2012,500000,0,0,0,1,1,0
2008,114999,1,0,0,1,1,0
2014,1800000,0,0,0,1,1,1
2018,800000,0,0,0,1,1,0
2008,105000,1,0,0,2,1,0
2011,135000,1,0,0,1,1,2
2011,170000,1,0,0,2,1,1
2014,550000,1,0,0,1,1,3
2009,250000,1,0,0,3,1,2
2014,650000,0,0,0,2,1,0
2008,210000,1,0,1,3,1,2
2011,260000,0,0,0,1,1,3
2016,750000,0,0,0,1,1,2
2016,1350000,0,0,1,1,1,3
2012,220000,0,0,0,2,1,3
2008,110000,1,0,0,2,1,3
2017,1230000,0,0,1,1,1,2
2013,220000,0,0,0,1,1,3
2009,130000,0,0,0,1,1,1
2012,330000,1,0,0,1,1,1
2010,254999,1,0,0,2,1,2
2014,600000,1,0,0,2,1,1
2012,210000,1,0,0,1,1,1
2014,300000,0,0,0,1,0,3
2018,426000,1,0,1,1,1,0
2015,265000,1,0,0,1,1,1
2016,450000,1,0,0,2,1,0
2012,480000,0,0,0,1,1,2
2010,40000,1,0,0,1,1,2
2011,395000,1,0,0,2,1,2
2013,229999,1,0,0,2,1,1
2018,875000,1,0,1,1,1,0
2010,170000,2,0,0,4,1,2
2015,500000,1,0,0,2,1,0
2019,450000,1,0,0,1,1,1
2012,550000,0,0,0,3,1,3
2013,200000,1,0,0,1,1,1
2008,80000,1,0,0,2,1,2
2010,300000,0,0,0,2,1,3
2019,675000,0,0,0,1,1,0
2017,260000,1,0,0,1,1,0
2001,70000,1,0,0,2,1,3
2004,100000,1,0,0,1,1,2
2012,730000,0,0,0,2,1,3
2016,525000,0,0,0,2,1,3
2016,525000,0,0,0,2,1,3
2009,550000,0,0,0,3,1,3
2012,420000,0,0,0,2,1,2
2015,500000,1,0,0,1,1,2
2009,165000,1,0,0,2,1,2
2014,650000,0,0,0,2,1,2
2013,195000,0,0,0,1,0,1
1999,75000,1,0,0,1,1,2
2006,90000,1,0,0,1,1,2
2016,515000,0,0,0,1,1,1
2017,700000,0,1,0,0,1,0
2001,62000,1,0,0,1,1,2
2011,220000,0,0,0,3,1,3
2019,520000,2,0,0,1,1,0
2010,170000,1,0,0,1,0,3
2011,190000,0,0,0,2,1,3
2011,150000,0,0,0,2,1,3
2009,125000,1,0,0,1,1,2
2015,290000,0,0,0,3,1,1
2019,490000,1,0,0,1,1,0
2017,434999,1,0,0,1,1,0
2016,380000,1,0,0,1,1,0
2012,200000,0,0,0,2,1,2
2016,495000,0,0,0,1,1,1
2014,600000,0,0,0,2,1,3
2015,300000,1,0,0,1,1,1
2017,430000,1,0,0,1,1,0
2017,370000,0,0,0,1,1,2
2019,750000,1,0,0,1,1,0
2016,300000,2,0,0,1,1,1
2012,700000,0,0,1,2,2,3
2007,100000,2,0,0,3,1,2
2015,300000,1,0,0,1,1,2
2012,130000,0,0,0,2,1,3
2016,650000,0,0,0,1,1,1
2017,509999,0,0,0,1,1,0
2013,1000000,0,0,0,2,1,3
2010,280000,0,0,0,2,1,3
2017,600000,0,0,0,1,1,3
2013,210000,0,0,0,3,1,3
2018,245000,1,0,0,1,1,0
2016,375000,1,0,0,1,1,0
2015,150000,0,0,0,2,1,1
2018,1450000,0,0,0,1,1,0
2007,75000,1,0,0,2,1,1
2006,225000,1,0,1,3,1,2
2006,275000,1,0,1,4,1,2
2018,620000,0,0,0,1,1,0
2010,600000,0,0,0,2,1,3
2011,275000,0,0,0,1,1,3
2013,125000,0,0,0,1,1,3
2011,80000,1,0,0,2,1,1
2011,199000,0,0,0,2,1,3
2016,440000,1,0,0,2,1,0
2013,250000,0,0,0,4,1,2
2017,700000,0,0,0,1,1,0
2015,450000,0,0,0,1,1,1
2019,240000,1,0,0,1,1,0
2016,650000,0,1,0,1,1,2
2005,71000,1,0,0,1,1,0
2015,400000,1,0,0,1,1,1
2008,130000,1,0,0,2,1,1
2013,300000,0,0,0,2,1,2
2019,1100000,0,0,0,1,1,0
2015,2200000,0,0,1,1,2,0
2018,800000,1,1,0,1,1,0
2013,490000,0,0,0,1,1,1
2018,836000,1,1,0,1,1,0
2012,375000,1,0,0,2,1,1
2016,1249000,0,1,0,1,1,0
2019,1240000,0,1,0,1,1,0
2009,35000,1,0,0,3,1,1
2017,1189000,0,1,0,1,1,1
2018,700000,1,0,0,1,1,0
2016,350000,1,0,0,1,1,1
2009,254999,1,0,0,2,1,2
2005,229999,0,0,0,3,1,3
2016,750000,0,0,0,1,1,2
2012,325000,0,0,0,2,1,3
2009,760000,0,0,0,2,1,3
2017,509999,1,0,1,1,1,0
2013,363000,1,0,0,1,1,0
2010,229999,1,0,0,1,1,1
2012,290000,1,0,0,2,1,3
2018,550000,1,0,0,1,1,0
2011,125000,0,0,0,2,1,3
2014,2000000,0,0,1,1,2,3
2008,350000,0,0,0,2,1,3
2011,390000,0,0,0,1,1,2
2015,220000,1,0,0,1,1,1
2005,140000,1,0,0,3,1,2
2018,370000,1,0,1,1,1,0
2019,650000,0,0,0,1,1,0
2017,280000,1,0,0,1,1,1
2016,540000,0,0,0,1,1,2
2002,50000,0,0,0,4,0,3
2018,800000,1,0,0,1,1,0
2016,515000,0,0,0,1,1,0
2010,220000,1,0,0,3,1,2
2013,165000,1,1,0,1,0,1
2010,221000,0,1,0,1,0,2
2015,245000,1,1,0,1,0,1
2012,260000,1,1,0,1,1,1
2011,550000,0,1,1,1,1,2
2015,434999,1,1,0,1,1,0
2013,450000,0,1,0,1,1,2
2014,290000,1,0,0,1,0,0
2011,305000,1,1,0,2,1,1
2011,265000,1,1,0,1,1,0
2014,325000,1,1,0,1,1,1
2014,550000,0,1,0,1,0,1
2008,105000,1,0,0,1,1,1
2012,275000,1,1,0,1,1,1
2012,434999,1,1,0,2,1,1
2016,690000,0,1,0,1,1,2
2012,249000,1,1,0,2,1,1
2012,204999,1,1,0,3,1,1
2015,190000,1,0,0,1,1,3
2012,150000,1,0,0,1,1,1
1999,70000,1,0,0,4,1,2
2018,900000,0,0,0,1,1,0
2019,950000,1,0,1,1,1,0
2013,475000,1,0,0,1,1,2
1998,55000,1,0,0,4,1,2
2013,450000,0,0,0,2,1,2
2009,1200000,0,0,1,3,2,1
2007,300000,0,0,0,2,1,3
2014,350000,0,0,0,2,1,1
2015,821000,1,0,0,1,1,1
2014,200000,1,0,0,2,1,2
2017,1000000,0,0,0,2,1,1
2016,220000,1,0,0,2,1,1
2012,310000,0,0,0,2,1,2
2018,815000,0,0,0,1,1,1
2017,1200000,0,0,0,1,1,1
2011,170000,0,0,0,2,0,3
2017,1000000,0,0,0,1,1,0
2010,155000,1,0,0,4,1,2
2017,400000,0,0,0,1,1,3
2016,400000,0,0,0,2,1,2
2010,250000,0,0,0,2,1,2
2008,150000,1,0,0,3,1,1
2002,80000,1,0,0,2,1,2
2014,325000,0,0,1,1,1,2
2011,385000,1,1,0,1,1,0
2012,271000,1,1,0,1,1,1
2013,330000,1,1,1,1,1,1
2019,738000,1,0,1,1,1,0
2016,300000,1,0,0,1,1,0
2012,150000,0,0,0,1,1,3
2007,440000,0,0,0,4,1,3
2011,280000,0,0,0,1,1,3
2006,100000,1,0,0,2,1,3
2008,150000,1,0,0,2,1,3
2014,380000,0,0,0,2,1,3
2006,90000,1,0,0,2,1,1
2011,275000,0,0,0,2,1,1
2009,180000,1,0,0,1,1,1
2012,225000,0,0,0,1,1,3
2014,200000,1,0,0,1,1,1
2011,500000,1,0,0,2,1,1
2010,300000,1,0,0,2,1,2
2015,765000,0,0,0,2,1,2
2017,650000,0,0,0,1,1,2
2017,380000,1,0,0,1,1,0
1996,200000,0,0,0,1,1,1
2010,145000,2,0,0,2,1,2
2011,280000,0,0,0,2,1,3
2014,254999,0,0,0,1,1,0
2016,300000,1,0,0,2,1,2
2015,480000,0,0,0,3,1,3
2017,850000,1,0,1,1,1,1
2014,350000,0,0,0,2,1,1
2016,650000,1,0,0,1,1,0
2015,300000,1,0,0,1,1,0
2008,150000,1,0,0,2,1,1
2004,80000,1,0,0,1,1,1
2011,180000,0,0,0,3,1,2
2017,290000,1,0,0,1,1,0
2009,110000,0,0,0,4,1,3
2018,875000,1,0,0,1,1,0
2015,425000,1,0,0,1,1,0
2016,700000,0,0,0,1,1,0
2010,130000,1,0,0,2,1,1
2017,650000,0,0,0,1,1,2
2013,400000,1,0,0,2,1,3
2017,800000,0,0,0,1,1,1
2017,675000,0,0,0,1,1,2
2017,210000,1,0,0,4,1,1
2009,150000,0,0,0,3,1,3
2007,45000,2,0,0,4,1,3
2015,516000,1,0,0,1,1,2
2014,450000,1,0,0,1,1,2
2012,134000,1,0,0,2,0,2
2014,509999,0,0,0,2,1,3
2016,500000,1,0,0,1,1,0
2008,130000,1,0,0,4,1,2
2015,575000,0,0,0,1,1,1
2015,550000,1,0,0,1,1,1
2020,347000,1,0,0,1,1,0
2013,275000,0,0,0,1,1,3
2010,630000,0,0,0,3,1,3
2012,160000,0,0,0,2,0,2
2010,150000,0,0,0,3,0,1
2015,550000,1,0,0,1,1,0
2013,349000,0,0,0,1,1,3
2004,229999,0,0,0,4,1,3
2008,110000,0,0,0,3,1,2
2008,110000,1,0,0,3,1,2
2018,245000,1,0,0,2,1,0
2014,180000,1,0,0,2,1,3
2014,290000,1,0,0,2,1,2
2010,250000,1,0,0,1,1,1
2010,150000,0,0,0,1,1,3
2004,55000,1,0,0,3,1,0
2006,500000,0,0,0,2,1,2
2013,290000,0,0,0,4,1,3
2009,72000,1,0,0,1,1,2
2014,250000,0,0,0,1,1,3
2019,575000,1,0,1,1,1,0
2019,1300000,0,0,1,1,1,0
2019,425000,1,0,0,1,1,0
2019,470000,2,0,0,1,1,0
2012,220000,1,0,0,3,1,2
2020,310000,1,0,0,1,1,0
2016,400000,0,1,0,1,1,1
2018,310000,1,0,0,1,1,0
2017,750000,0,0,0,1,1,1
2009,204999,0,0,0,2,1,3
2010,260000,1,0,0,1,1,1
2012,180000,1,0,0,2,1,1
2007,125000,0,0,0,2,1,3
2014,420000,0,0,0,1,1,3
2011,220000,1,0,0,2,1,2
2010,200000,1,0,0,3,1,2
2016,335000,1,1,0,1,1,1
2017,2650000,0,1,1,1,1,1
2018,2675000,0,1,1,1,1,1
2011,434999,1,1,1,2,1,2
2014,500000,1,0,0,1,1,1
2014,475000,1,1,1,2,1,1
2009,270000,0,0,0,3,1,3
2019,600000,1,0,0,1,1,2
2013,300000,0,0,0,2,1,2
2012,415000,0,0,0,2,1,2
2018,800000,0,0,1,2,1,0
2016,420000,1,0,0,2,1,1
2018,1250000,0,0,0,1,1,0
2015,390000,0,0,0,2,1,2
2012,400000,0,0,0,1,1,3
2007,100000,1,0,0,1,1,3
2010,850000,0,0,1,1,2,1
2012,359000,0,0,1,3,0,3
2015,470000,0,1,0,1,1,2
2013,360000,0,1,0,2,1,2
2013,250999,0,0,0,1,1,2
2012,45000,1,0,0,2,1,0
2013,495000,0,1,0,1,1,0
2013,310000,2,1,0,1,1,1
2016,540000,1,1,0,1,1,0
2016,665000,0,1,0,1,1,1
2013,425000,0,1,0,2,1,0
2011,1295000,0,1,1,1,2,1
2016,675000,0,1,0,1,1,1
2018,980000,0,0,0,1,1,0
2014,320000,0,0,0,1,0,1
2011,250000,1,0,0,2,1,2
2016,600000,0,0,0,1,1,2
2016,300000,1,0,0,1,1,2
2014,305000,0,0,0,1,0,2
2009,106000,1,0,0,1,1,2
2006,90000,1,0,0,3,1,2
2019,539000,1,0,0,1,1,0
2016,250000,1,0,0,2,1,0
2007,95000,1,0,0,4,1,3
2020,495000,2,0,0,1,1,0
2009,110000,1,0,0,4,1,3
2008,100000,1,0,0,4,1,3
2005,50000,1,0,0,3,1,2
2007,85000,1,0,0,2,0,2
2018,475000,1,0,0,1,1,0
2014,425000,1,0,0,1,1,1
2006,480000,1,0,1,2,2,3
2019,950000,0,0,0,1,1,0
2015,535000,0,0,0,1,1,2
2009,325000,0,0,0,3,1,0
2013,270000,1,0,0,3,1,2
2015,300000,1,0,0,3,1,1
2011,325000,0,0,0,1,1,2
2010,350000,0,0,0,1,1,3
2008,229999,0,0,0,3,1,3
2012,325000,0,0,0,2,1,3
2005,70000,1,0,0,2,1,2
2008,190000,0,0,0,3,1,3
2011,345000,0,0,0,1,0,2
2016,1025000,0,0,0,1,1,2
2012,120000,1,0,0,1,1,1
2009,114999,1,0,0,2,1,2
2009,300000,1,0,0,2,1,3
2016,340000,1,1,0,1,1,1
2005,90000,1,0,0,2,1,2
2006,150000,1,0,0,1,1,3
2010,115999,1,0,0,1,1,2
2012,225000,1,1,0,1,1,1
2015,851000,0,1,0,1,1,1
2016,375000,1,1,0,2,1,0
2005,120000,0,0,0,3,1,3
2015,350000,0,0,0,1,1,3
2017,409999,1,0,0,1,1,0
2012,500000,0,0,0,1,1,3
2013,220000,0,0,0,2,1,2
2007,70000,1,0,0,2,1,1
2017,800000,1,0,0,1,1,0
2014,450000,0,0,0,2,1,3
2012,525000,0,0,0,1,1,3
2016,300000,1,0,0,1,0,0
2008,195000,1,0,0,2,1,1
2007,130000,0,0,0,2,1,2
2011,300000,0,0,0,2,1,3
2002,120000,1,0,0,3,1,1
2010,450000,0,0,0,3,1,3
2010,160000,0,0,0,2,1,3
2018,800000,0,0,0,1,1,0
2013,100000,1,0,0,1,1,2
2015,265000,1,1,0,1,1,0
2008,175000,1,1,0,1,1,1
2014,250999,1,1,0,1,1,1
2015,471000,1,1,1,1,1,1
2019,650000,0,0,0,1,1,0
2012,225000,1,1,0,2,1,1
2013,245000,2,1,0,1,1,2
2011,221000,1,1,0,1,1,2
2011,271000,1,1,0,1,1,2
2017,525000,1,1,0,1,1,1
2012,377000,1,1,0,1,1,2
2012,95000,1,1,0,1,1,0
2015,763000,0,1,0,1,1,2
2015,450000,1,1,0,1,1,1
2016,701000,0,1,0,1,1,2
2011,277000,0,1,0,2,1,1
2018,520000,1,0,1,1,1,1
2017,550000,0,0,0,1,1,3
2011,260000,0,0,0,3,1,2
2015,420000,0,0,0,1,1,3
2002,35000,1,0,0,3,0,3
2018,1150000,0,0,0,1,1,0
2017,680000,1,0,0,1,1,1
2012,425000,0,0,0,1,1,1
2014,450000,0,0,0,2,1,2
2008,590000,0,0,0,3,1,2
2015,420000,0,0,0,2,1,3
2014,450000,0,0,0,2,1,2
2004,40000,1,0,0,3,1,2
2014,520000,0,0,0,2,1,2
2007,80000,1,0,0,1,1,3
2014,55000,1,0,0,1,1,1
2001,80000,0,0,0,3,1,3
2019,210000,1,0,0,1,1,0
2017,260000,0,0,0,1,1,1
2016,250000,0,0,0,1,1,2
2008,80000,0,0,0,1,1,2
2010,450000,0,0,0,2,1,3
2005,310000,0,0,0,2,1,3
2015,229999,1,0,0,1,1,1
2016,250000,0,0,0,1,1,3
2014,350000,1,0,0,2,1,2
2011,320000,0,0,0,1,1,3
2016,475000,0,0,0,1,1,2
2011,220000,0,0,0,2,1,3
2004,79000,1,0,0,1,1,2
2008,70000,1,0,0,1,1,1
2015,281000,0,0,0,1,0,1
2013,211000,0,0,0,1,1,2
2018,550000,1,0,0,1,1,0
2014,350000,0,0,0,1,0,3
2017,420000,1,1,1,1,1,0
2016,399000,1,1,0,1,1,0
2016,440000,1,1,0,1,1,0
2012,250000,1,1,0,1,1,1
2016,650000,0,1,0,1,1,1
2015,270000,1,1,0,1,1,1
2016,390000,1,1,0,1,1,1
2018,1600000,0,0,1,1,1,1
2019,800000,1,0,0,1,1,0
2013,320000,0,0,0,1,1,1
2016,300000,1,0,0,1,1,0
2018,740000,1,0,0,1,1,0
2019,350000,1,0,0,1,0,0
2018,675000,0,0,1,1,1,1
2011,300000,1,0,0,1,1,0
2011,400000,0,0,0,3,0,2
2010,420000,0,0,0,3,1,3
2008,300000,0,0,0,1,1,3
2010,170000,1,0,0,1,1,2
2014,210000,1,0,0,3,1,2
2015,600000,0,0,0,2,1,1
2014,260000,1,0,0,2,1,1
2015,82000,1,0,0,1,1,0
2016,690000,0,0,0,1,1,2
2015,300000,0,0,0,1,1,2
2017,1250000,0,0,0,1,1,0
2017,799000,0,0,0,1,1,0
2010,1000000,0,0,0,1,1,3
2014,190000,1,0,0,2,1,2
2014,250000,0,0,0,1,1,0
2009,200000,1,0,0,1,1,1
2005,300000,0,0,0,2,1,2
2015,250000,1,0,0,2,1,3
2008,90000,1,0,0,3,1,2
2016,700000,0,0,0,1,1,3
2012,1750000,0,1,1,3,2,3
2017,290000,1,0,0,2,1,3
2014,1050000,0,0,0,2,1,2
2008,70000,0,0,0,3,1,3
2016,520000,0,0,0,1,1,1
2012,150000,0,0,0,1,1,2
2008,120000,1,0,0,1,1,2
2016,600000,1,0,0,1,1,0
2010,150000,0,0,0,2,1,2
2011,400000,1,0,0,1,1,1
2015,310000,1,0,0,2,1,0
2015,550000,1,0,0,1,1,0
2016,550000,0,0,0,1,1,1
2013,320000,0,0,0,1,1,2
1992,50000,1,0,0,4,1,3
2017,700000,0,0,0,2,1,1
2017,655000,0,1,0,1,1,2
2011,200000,2,0,0,1,0,3
2012,375000,0,0,0,1,1,3
2012,470000,0,1,0,1,1,3
2015,550000,0,1,0,1,1,2
2014,500000,0,0,0,2,1,3
2015,210000,1,0,0,1,0,0
2013,1451000,0,1,1,1,2,2
2009,245000,0,1,1,1,1,2
2017,700000,1,1,0,2,1,0
2018,300000,1,0,0,1,1,0
2017,350000,0,0,0,1,1,2
2012,325000,1,0,0,1,1,1
2017,1150000,0,1,1,1,1,2
2008,110000,1,1,0,1,1,1
2018,890000,1,1,0,1,1,0
2007,73000,1,0,0,2,1,2
2016,750000,1,1,0,1,1,0
2018,690000,1,1,0,1,1,0
2008,130000,1,0,0,1,1,3
2007,85000,1,0,0,2,1,2
2018,1575000,1,0,1,1,1,0
2013,325000,0,0,0,1,1,3
1998,85000,1,0,0,2,1,3
2018,860000,0,1,0,2,1,0
2013,650000,0,1,0,1,1,1
2014,375000,0,0,0,1,0,1
2013,525000,0,1,0,1,1,2
2016,330000,1,1,0,1,1,2
2013,280000,1,1,0,1,1,2
2014,470000,1,0,0,1,1,1
2011,350000,0,0,0,1,1,3
2012,480000,1,1,0,1,1,1
2016,620000,0,0,0,1,1,1
2014,250000,1,0,0,1,0,1
2010,78692,1,0,0,2,0,2
2012,350000,0,0,0,1,1,2
2013,250000,1,0,0,2,1,2
2011,260000,1,0,0,4,1,2
2016,640000,0,0,0,2,1,1
2008,220000,0,0,0,2,1,2
2015,465000,0,0,0,1,1,3
2010,229999,0,0,0,2,1,3
2018,425000,1,0,0,1,1,0
2008,95000,1,0,0,3,1,3
2012,170000,2,0,0,3,1,3
2016,229999,1,0,0,2,0,1
1999,45000,1,0,0,3,1,1
2007,479000,1,0,0,3,1,3
2016,340000,1,0,0,1,1,0
2016,620000,1,0,0,1,1,0
2012,270000,0,0,0,1,1,1
2018,400000,0,0,0,1,1,0
2015,260000,1,0,0,1,1,1
2003,48000,1,0,0,4,1,1
2015,100000,1,0,0,2,1,0
2015,490000,0,0,0,1,1,2
2010,120000,2,0,0,2,1,2
2008,125000,1,0,0,2,1,3
2019,190000,1,0,0,1,1,0
2011,500000,1,0,0,1,0,0
2014,1800000,0,0,1,1,1,2
2008,320000,1,0,0,1,1,2
2007,250000,1,1,1,1,1,1
2010,105000,0,0,0,3,1,2
2018,550000,1,0,0,1,1,0
2019,600000,1,0,1,1,1,0
2020,210000,1,0,0,1,1,1
2009,150000,1,0,0,1,1,1
2008,125000,1,0,0,1,1,1
2016,380000,1,0,0,1,1,0
2019,600000,1,0,0,1,1,0
2016,490000,1,0,0,1,1,0
2018,545000,0,0,0,2,1,1
2015,250000,1,0,0,1,1,0
2020,1050000,1,0,0,1,1,0
2007,100000,1,0,0,1,1,3
2014,250000,0,0,0,2,1,3
2007,100000,1,0,0,1,1,3
2016,350000,0,0,0,2,1,1
2012,370000,0,0,0,2,1,2
2004,121000,1,0,0,2,1,3
2017,570000,1,1,1,1,1,1
2017,785000,0,0,0,1,1,0
2018,850000,0,0,0,1,1,0
2017,619000,1,0,0,1,1,1
2011,335000,0,0,0,2,0,2
2006,500000,0,0,0,1,1,1
2003,60000,1,0,0,2,1,3
2013,270000,0,0,0,2,1,2
2010,225000,1,0,0,2,1,3
2011,150000,1,0,0,2,1,3
2013,173000,0,0,0,1,0,2
2018,4800000,0,0,1,1,2,0
2017,710000,0,0,1,1,1,3
2019,1500000,1,0,0,1,1,0
2017,550000,1,0,0,1,1,0
2008,58000,1,0,0,2,1,2
2013,500000,0,0,0,1,1,3
2009,120000,1,0,0,2,1,2
2012,300000,0,0,0,1,1,3
2018,300000,1,0,0,1,1,0
2018,587000,2,0,0,1,1,2
2012,430000,1,0,0,2,0,1
2007,123000,1,0,0,2,1,1
2012,450000,0,0,1,2,1,1
2007,130000,1,0,0,3,1,1
2010,110000,0,0,0,2,1,2
2015,320000,1,0,0,2,1,2
2014,300000,1,0,0,1,1,1
2016,350000,1,0,0,1,1,3
2018,800000,1,0,0,1,1,1
2016,270000,0,0,0,1,1,3
2017,540000,1,0,0,1,1,1
2011,160000,2,0,0,2,1,1
2017,350000,1,0,0,2,1,1
2011,300000,0,0,0,1,1,3
2013,330000,0,0,0,1,1,1
2016,325000,2,0,0,2,1,2
2013,250000,0,0,0,1,1,1
2015,240000,1,0,0,1,0,1
2020,545000,1,0,0,1,1,0
2015,300000,1,1,0,1,1,1
2017,240000,1,0,0,1,1,1
2018,360000,1,0,0,1,1,0
2019,475000,0,1,1,1,1,3
2010,150000,0,0,0,2,1,2
2017,700000,0,0,0,1,1,1
2016,1290000,0,0,0,1,1,0
2018,500000,1,0,1,1,1,0
2012,193000,1,0,0,2,1,1
2015,800000,1,0,0,1,1,0
2008,150000,1,0,0,1,1,1
2002,80000,1,0,0,4,1,1
2010,130000,0,0,0,3,1,3
2012,280000,0,0,0,2,1,2
2011,229999,0,0,0,2,1,3
2010,70000,1,0,0,1,1,0
2013,240000,0,0,0,2,1,1
2010,380000,0,0,0,2,1,2
2006,80000,1,0,0,1,1,3
2013,265000,1,0,0,1,1,1
2018,320000,1,0,0,1,1,0
2014,500000,0,0,0,3,1,3
2016,1300000,0,0,0,1,1,1
2018,1500000,0,0,0,1,1,0
2016,1800000,0,0,1,1,1,3
2014,600000,0,0,0,2,1,2
2018,420000,1,0,0,1,1,2
2009,140000,1,0,0,1,1,3
2010,300000,0,0,0,2,1,3
2006,100000,1,1,0,2,1,1
2017,350000,1,1,0,1,1,0
2018,850000,1,1,0,1,1,0
2008,140000,1,1,0,1,1,1
2015,550000,1,1,0,2,1,0
2017,525000,1,1,1,1,1,0
2015,470000,0,1,0,1,1,3
2013,900000,0,1,1,1,1,2
2011,500000,0,1,0,2,1,3
1998,80000,1,0,0,2,1,3
2011,175000,0,0,0,1,1,3
2017,1350000,0,0,1,2,1,0
2017,800000,0,0,0,1,1,1
2017,250000,1,0,0,1,0,0
2018,700000,1,0,1,1,1,0
2019,800000,0,0,0,1,1,0
2013,660000,0,0,0,1,1,2
2015,465000,0,0,0,3,1,1
2006,180000,0,0,0,2,1,3
2017,600000,0,0,0,3,1,2
2014,450000,0,0,0,2,1,2
2019,721000,1,0,0,1,1,0
2018,300000,1,0,0,1,1,0
2019,1000000,0,0,0,1,1,0
2016,300000,1,0,0,1,1,1
2013,450000,0,0,0,1,1,3
1997,79000,1,0,1,1,1,2
2017,545000,0,0,0,1,1,1
2018,844999,0,0,0,1,1,0
2016,700000,0,0,0,1,1,2
2014,525000,0,0,0,2,1,2
2006,110000,0,0,0,3,1,3
2011,180000,0,0,0,1,1,2
2012,280000,1,0,0,2,1,0
2015,535000,0,0,0,1,1,2
2017,459999,0,0,0,1,1,1
2010,300000,0,0,0,1,1,3
2007,280000,1,0,1,1,1,1
2014,500000,1,0,0,1,1,2
2009,78000,1,0,0,2,1,3
2011,160000,0,0,0,1,1,3
2014,600000,0,0,0,1,1,3
2008,110000,1,0,0,2,1,3
2011,450000,0,0,0,2,1,3
2019,1350000,0,0,0,1,1,0
2003,120000,1,0,0,2,1,3
2018,1040000,0,0,0,1,1,1
2014,390000,0,0,0,2,1,2
2011,65000,1,0,0,2,1,1
2013,320000,0,0,0,3,1,3
2017,720000,0,0,0,1,1,2
2007,220000,1,0,0,2,1,2
2011,225000,1,1,0,1,1,2
2010,200000,0,0,0,2,1,3
2015,434999,0,1,0,2,1,2
2012,300000,0,0,0,1,1,2
2018,700000,0,0,0,1,1,2
2009,500000,0,0,0,2,1,3
2016,500000,0,0,0,1,1,1
2016,400000,0,0,0,2,1,2
2015,825000,0,1,0,2,1,2
2018,720000,0,0,0,1,1,0
2009,110000,1,0,0,2,1,0
2014,600000,0,0,0,2,1,3
2009,275000,0,0,1,3,1,3
2012,2349000,0,0,1,2,2,3
2017,740000,0,0,0,1,1,1
2017,800000,0,0,0,1,1,2
2012,750000,0,0,1,2,2,3
2012,200000,1,0,0,2,1,2
2009,210000,0,0,0,1,1,2
2009,270000,0,0,0,2,1,3
2016,630000,0,0,0,2,1,2
2015,375000,1,0,0,1,1,1
2010,300000,0,0,0,1,1,2
2016,580000,0,0,0,2,1,2
2014,550000,0,0,0,1,1,1
2016,750000,0,0,0,1,1,1
2007,900000,0,1,1,1,2,2
